#KO	A-1	A-2	B-1	B-2	C-1	C-2
K00163	0.000816526650923914	0.000784454435072642	0.000869592175539076	0.000937303307571214	0.000494790459112008	0.000449334850611349
K00164	0.00147165354116019	0.00145781124008012	0.0010875963999269	0.00113706605790469	0.000789717459966455	0.000757603860603352
K00166	0.000126450843345611	0.000134111134741173	0.000135084938724477	0.000140265880114858	8.98613085859193e-05	8.38445861500371e-05
K00167	0.000140287857245202	0.000142792334882114	0.000112343663465567	0.000116729426146714	7.41604090397668e-05	6.91826874309015e-05
K00169	7.74987365076731e-06	7.65197638885479e-06	3.95205084539267e-05	4.05392800403133e-05	9.55044882762665e-05	0.000101067789255999
K00170	8.73191106037988e-06	8.34835599256583e-06	2.83674149530112e-05	3.01780628908793e-05	7.61212040581074e-05	8.05593514916502e-05
K00171	1.05648545391147e-06	1.04154409614522e-06	8.37075748041253e-06	9.49976835672043e-06	2.66072726700041e-05	2.92559248683185e-05
K00172	2.65766662385952e-06	2.62092274439372e-06	1.58320258467118e-05	1.66511238417457e-05	4.31933084947349e-05	4.58371975098436e-05
K00174	0.000396179817756857	0.000380899565165632	0.000311065132990611	0.000223869614361022	0.000658459762508034	0.00069444839408522
K00175	0.000228067678480776	0.000218809412597045	0.000192447844591529	0.00014143835929902	0.000434129673772777	0.000459464205187642
K00176	1.93608952167325e-05	1.87511436939626e-05	2.69774348595674e-05	2.36621358420253e-05	7.81576150573073e-05	8.53641658582804e-05
K00177	2.74498838830261e-05	2.64671431937467e-05	6.34259212356099e-05	5.1158505361985e-05	0.00018523280808492	0.000199661126119764
K00179	0.000101799725779884	9.52422322179521e-05	0.0001608907410686	0.000117246485686291	0.000161284445216407	0.000140341117168131
K00180	5.51058604431797e-05	5.14293936281561e-05	6.58700688516374e-05	5.01605586690624e-05	6.58354448840531e-05	5.72681411856056e-05
K00183	2.2782425227781e-06	2.24854327714113e-06	9.49857289389698e-07	9.99857573975606e-07	4.4589441909164e-06	3.88116127896901e-06
K00184	0.00020005128317712	0.000195170019556031	4.81702900540148e-05	4.50396087957478e-05	8.22728113672903e-05	7.98667308728776e-05
K00185	0.000142286210110182	0.000137298763883782	2.60790194948544e-05	2.39843912538495e-05	2.88994896849135e-05	2.81491172706217e-05
K00186	1.26451136104431e-05	1.23439746528731e-05	3.31285420570329e-07	3.33823774243687e-07	2.70555494863029e-08	3.85330423405385e-08
K00187	2.47196709270599e-05	2.4268875023915e-05	1.75575673289514e-09	7.65316835055032e-09	1.91492582229272e-09	2.08081347881525e-09
K00190	0	0	1.57777915872667e-07	1.55110835162992e-07	2.47538072889972e-08	2.74775376250628e-08
K00192	2.94253669257811e-07	3.20043036615822e-07	1.50560618684897e-07	1.4593874311989e-07	6.7983686107763e-07	7.27428206756186e-07
K00193	9.28189622981021e-09	2.33437591893911e-08	1.56522866227043e-07	3.34621999860878e-08	1.51460251622018e-08	2.07250231217161e-08
K00194	2.27959316170137e-07	2.3865306972422e-07	5.23830221817967e-06	5.15817267136039e-06	1.07744646992469e-05	9.21944839543138e-06
K00195	2.92795028750592e-10	4.88913304395849e-10	8.56408648547232e-08	7.49797109727965e-08	2.07759430266298e-08	1.7160120724159e-08
K00196	6.79738081461587e-08	7.05708342637633e-08	1.03029014166036e-06	1.01480734177152e-06	6.47250377709551e-08	8.54366586333545e-08
K00197	1.38363228874832e-07	1.40330045693161e-07	6.81067899222292e-06	6.69878085300035e-06	1.56108694033029e-05	1.35269122407522e-05
K00198	4.3525507779411e-06	4.40510361380391e-06	5.49155576500846e-05	4.88428143877565e-05	7.71505663979091e-05	7.40286169470166e-05
K00200	6.11277444186615e-05	6.47096240541976e-05	2.80881255117724e-05	2.53073237190242e-05	4.28613794777046e-05	3.95293833375079e-05
K00201	2.99005234421728e-05	3.17846154465433e-05	1.3051237501134e-05	1.22012616184026e-05	1.60727033418631e-05	1.37559016039136e-05
K00202	1.52950184278696e-05	1.5683920146516e-05	1.08324580723983e-05	9.95136867820029e-06	1.70870265024449e-05	1.55095345911059e-05
K00203	1.21707363399456e-09	1.29691524319052e-09	4.00461089606478e-08	3.39286153852342e-08	3.38868623731929e-08	2.28466230672433e-08
K00204	0	0	8.29619512301113e-08	6.04803681191165e-08	7.25282614320785e-07	7.6971016039832e-07
K00205	2.18054928813054e-07	2.14406570247756e-07	1.9429259024484e-06	1.22156512492972e-06	2.37736945996223e-06	2.15009553207665e-06
K00207	0.000159258156949246	0.000164603829901019	0.000125622731349764	0.000129484442881575	9.11348593351946e-05	8.95034274394373e-05
K00208	0.000550909838345512	0.000561062448418086	0.000444099019459196	0.000426250648591582	0.000602644965937762	0.000611469530422757
K00210	8.30104620085234e-06	7.71212663126855e-06	2.68673597550426e-05	1.46847647389074e-05	5.14534815816543e-05	5.37017502842806e-05
K00211	0	0	9.77010329126003e-08	1.29123687432848e-07	0	0
K00213	9.40641230179358e-06	8.0012618224177e-06	0	0	0	0
K00214	2.02944057866318e-06	1.82467744279824e-06	5.43525793464141e-08	5.40523601582232e-08	2.24141948778694e-07	1.95757050463716e-07
K00215	0.000457227938740956	0.000455343734977595	0.000417683270722933	0.000411846737817355	0.000514393744508517	0.000522704993690679
K00216	6.47243452321344e-05	6.23884067047533e-05	7.01094778306768e-05	7.94650039694468e-05	2.31943845431612e-05	2.2551244180932e-05
K00217	4.55590563097614e-05	4.6941575854515e-05	2.66456933222313e-05	2.53468142928397e-05	3.63186646155785e-05	3.17445511520838e-05
K00218	3.58594377826605e-05	3.28305948419144e-05	1.2689386455568e-05	1.34224657054625e-05	1.06453842537087e-05	1.00611553544615e-05
K00219	0.000264258821154467	0.000275612242565568	0.000500379958121459	0.000548600294805837	0.000133815795026683	0.000119070665756741
K00220	0.000204974854170792	0.000213409424923934	9.86941726415766e-05	0.000102129529985309	0.000181471340286114	0.000184171209775618
K00221	2.63124416408982e-06	2.55502998946328e-06	3.32248072820515e-06	3.69651901905202e-06	2.52076124868472e-06	2.65927066233961e-06
K00223	5.84963013698528e-06	4.99305776208774e-06	0	0	0	0
K00224	3.66319074063358e-08	7.7316006689225e-08	1.88482836240756e-05	3.33764696776418e-05	0.000122403225414513	0.000140849203461678
K00226	0.000565820772527129	0.000560347906034068	0.000563469874643763	0.000537671381148254	0.000693441895663267	0.000709653115264098
K00228	0.000303004422557691	0.000307328521164918	0.000319245048830184	0.000327277257810239	0.000234816894305872	0.000224550305320191
K00230	1.11550736486155e-05	8.01867534007215e-06	4.01943070991728e-05	4.378234497661e-05	4.82999356056978e-06	4.94783904923755e-06
K00231	0.000185269598954624	0.000176136331838106	7.474060753254e-05	6.05864309382841e-05	9.55846627855703e-05	9.68949016435178e-05
K00232	8.12017073886487e-05	7.43840161820999e-05	1.23825916514872e-05	2.15284757603257e-05	4.31484246636318e-06	4.71228753967771e-06
K00239	0.00104042220100632	0.00102079267453867	0.000844727711498708	0.000843726063540043	0.000995902511342101	0.00102263422087023
K00240	0.000419611605569002	0.0004118784102166	0.00034777839097552	0.000347110356164362	0.00041682725791571	0.000427021067653321
K00241	0.000219195997978171	0.000216197881281682	0.000198855826919203	0.000190788809703617	0.000248933228914198	0.000259060497082115
K00242	0.000132457499945342	0.000133041029490099	0.000120002581680413	0.000125556411843362	9.22236259144781e-05	8.80251646118132e-05
K00243	3.33838994924583e-05	3.60068404097837e-05	0.000157986026280118	0.00013602477528228	9.64237644195165e-05	0.000108133520022349
K00244	9.13012676628773e-05	9.2664990625582e-05	0.000296868061639467	0.000340667389732176	0.000479392817383211	0.000509550541111084
K00245	8.7816464991531e-06	8.25781517615886e-06	6.52361869038678e-05	8.33143496311918e-05	0.000133560323176508	0.000151749863078534
K00246	2.26825362232842e-06	2.14222505172392e-06	4.10370238492325e-05	5.65440833239998e-05	0.000117437566954639	0.000134686633483453
K00247	2.88485558571306e-06	2.69823835285124e-06	2.08987183807545e-05	2.26346072188493e-05	2.53431438878707e-06	2.37481744890006e-06
K00248	0.000170114914909892	0.000169773423131553	0.00024157374382191	0.000242457069180884	0.000280009841765748	0.000279347849897866
K00249	0.00160654041439171	0.00159181310289337	0.000994806252083563	0.00105304667016164	0.000996379700900486	0.000920807475790831
K00252	0.000509682888552447	0.000506078660353611	0.00032200966937441	0.000334072128650981	0.00022276074314516	0.000207593950557287
K00253	0.000288402607539667	0.000300385069971141	0.000337495377875855	0.00034456564835206	0.00022809181427545	0.000211416597324171
K00254	7.17979304731338e-06	8.09252112233396e-06	0	1.67172291678584e-09	3.41103574237242e-08	1.66052523911662e-08
K00255	4.8156733805172e-05	4.635785141985e-05	3.2536659845891e-05	4.33631926473848e-05	5.33930357578182e-06	5.29211702528275e-06
K00256	9.84317105555987e-05	0.000103096378905469	9.08264084607422e-05	9.18027038168614e-05	9.72413495339647e-05	9.00750394074252e-05
K00257	0.00270655429178872	0.00269062513912946	0.00198935342020959	0.00206660137464052	0.00145747128785819	0.00135797394607702
K00258	4.99766234140241e-05	4.81720429163887e-05	1.44790423903908e-05	1.58456673509232e-05	9.3881332131686e-06	8.65707747958462e-06
K00259	0.000378036944383003	0.000368027475393103	0.000266687280098186	0.000222056745303188	0.000414102518862714	0.000422346103092171
K00260	2.52137707537955e-06	2.91353451283103e-06	1.63187476354975e-05	1.5485728978819e-05	2.06370555818259e-06	2.34999274804646e-06
K00261	0.000261826170977512	0.000252626689750883	0.000145586574821558	0.00014386463455545	8.27153355723724e-05	6.9350559946401e-05
K00262	0.000215828678395446	0.00021875047844616	0.000449052274301923	0.000388613371367028	0.000479449453122175	0.000489348961573634
K00263	0.000149086035851549	0.000139016834607203	0.000132602426166668	0.000131124841698981	4.40951101904492e-05	4.25073873680615e-05
K00265	0.00213408009401559	0.0021316485749475	0.00181934319473731	0.00190216432924522	0.00231014896938495	0.00236193080580993
K00266	0.000971022853397925	0.000975865702554826	0.00101600474258577	0.000957783822622478	0.00143039239176246	0.00146127830063303
K00270	3.80400997200508e-08	5.86304523365095e-08	1.7634281432071e-08	9.43331123081496e-09	0	0
K00271	1.59278174942504e-05	1.44359533717977e-05	1.66746482027403e-06	3.51537112583776e-06	7.5356521429145e-07	8.12095745105053e-07
K00273	2.39633703683058e-05	2.27121563957145e-05	1.81288354091358e-06	2.56507469136608e-06	1.96415912501184e-06	2.03731292968849e-06
K00274	0.000311618275571779	0.000311234438156595	0.000183104518172212	0.000198238183942193	0.000229853348917283	0.000231765318869298
K00275	0.000264595190558467	0.000263296401274332	0.000255304394163407	0.00025597887951799	0.000235677453915795	0.00023458912037066
K00276	0.000139637882396076	0.000132103871230444	5.43190138289211e-05	7.02289314645545e-05	2.27443421477088e-05	2.25989996326688e-05
K00278	0.000592562259157079	0.000590085543043904	0.00060021047967332	0.000579308257766407	0.000661344604515825	0.000664074787103641
K00281	0.000959800333064165	0.000943650629191236	0.00102220046864011	0.00100681567429894	0.000865991231661072	0.000854198007290142
K00282	0.000199491085632438	0.000200022667224059	0.000130976662274816	0.000104313076964371	0.000113059637740338	0.000104655369937746
K00283	0.000234020325717327	0.00023479267050719	0.000155692720923932	0.000123076862920165	0.00013256731655924	0.000122558620127564
K00284	4.87922123385211e-05	4.45085485166927e-05	0.000133218825352578	0.000115835780112277	0.000243421738077438	0.000249945161011688
K00285	0.0006419663621501	0.000661813561870186	0.000775378626241359	0.000804361957548705	0.000541429097955649	0.000495883114300065
K00286	0.000396972898197297	0.000399759798983158	0.000410401878936774	0.000410661135744906	0.000492034097574447	0.000499747511923144
K00287	0.000207902476226688	0.000210318800160321	0.000232292168686686	0.000208847256227966	0.000190002983187071	0.000183320611792551
K00290	0.000127229911785501	0.00013153150553412	0.00023184307192567	0.000211467675610044	0.000475804043671677	0.000510371140310782
K00292	5.82448191625985e-07	6.11448744062446e-07	1.39224859541501e-07	1.62782462649175e-07	3.81494791793887e-07	3.72999118765579e-07
K00293	4.56510744088731e-06	4.48086987639847e-06	6.65549431268512e-06	6.30899799847499e-06	1.08377287678222e-06	1.09473358239191e-06
K00294	0.000257741116866727	0.00023918318350905	4.20657270334805e-05	4.30924814952582e-05	3.04699096102171e-05	3.02842305623055e-05
K00297	0.000395988977250598	0.000396043809207241	0.000451188884839695	0.000447128840468255	0.000478115845142985	0.000484896583664929
K00298	8.5038739024053e-08	1.04865538544029e-07	1.26288985979021e-06	1.15293079148938e-06	1.81828508933451e-07	2.14653372951337e-07
K00299	8.67247842026758e-05	8.51261890948305e-05	9.97517648006439e-05	0.00011166714729097	3.81639501769627e-05	3.29244899433607e-05
K00301	0.000134322232626539	0.000134110199412084	5.7643323600676e-05	6.30188853400252e-05	5.13760992785485e-05	4.93329067883026e-05
