#KO	A-1	A-2	B-1	B-2	C-1	C-2
K02049	0.00123938269287689	0.00124413690886662	0.000892656880477161	0.000917447762524297	0.00108400634256519	0.00104857250782027
K02050	0.00115774198802745	0.00116909964591294	0.000869328550374874	0.000886509352638277	0.00103754131268076	0.00100106368439571
K02051	0.000996461008284541	0.00101614456774026	0.000881891963281877	0.000908362804949698	0.000919921880426034	0.000884154357686477
K02052	0.000646454034145217	0.000660668327756207	0.000629396341942027	0.000657453589600226	0.000517148585533787	0.00049794279093755
K02053	0.000553203215650666	0.000571834332570599	0.000543646356866071	0.000563485754502742	0.000434248744789628	0.000412104298713073
K02054	0.00043808471067128	0.000457531164813103	0.000503308684673436	0.000527789966215786	0.000351767639218821	0.000339306004731038
K02055	0.000646182581703913	0.000675004377202629	0.000747501339306702	0.000782930393670402	0.000554823965888879	0.000531833821585683
K02056	0.00143332712514619	0.00142820842976362	0.00115856421577698	0.00118814802617539	0.00113836617064619	0.00110580846605597
K02057	0.00167567200752033	0.00168698484111354	0.00139618148608313	0.00141989691593057	0.0013475077163491	0.00130218155386716
K02058	0.000646274857723464	0.000664372693570786	0.000639994342750581	0.00066823779491658	0.000552754851225141	0.000530969981226193
K02062	4.71507427449931e-05	4.89566991872135e-05	7.62367497665114e-05	8.10549772140981e-05	3.37347882761053e-05	3.32391503793065e-05
K02063	0.000127913331352648	0.000127107816046455	0.00017380092200372	0.000187979696234188	7.32277921677259e-05	7.14140102068026e-05
K02064	8.3101110350348e-05	8.25559666410361e-05	0.000113991142438602	0.000122865994190628	5.09109612392427e-05	4.91235838691408e-05
K02065	0.000536284784161511	0.00054022672051583	0.000467601572320809	0.000461600522378658	0.000544441896333518	0.000547533216636759
K02066	0.000733030961328751	0.000726519595628559	0.000512518584010606	0.000518726511813754	0.000626118851960311	0.000631719137804554
K02067	0.00106659878478171	0.00103223615419991	0.000345594041730318	0.000394194236849167	0.000407929098208875	0.000408919837156142
K02068	7.69823516276765e-06	7.9976688264274e-06	5.81747679650628e-05	5.23761988904602e-05	4.60337177331214e-05	4.56536999935609e-05
K02069	3.18303705355791e-05	3.05155686369518e-05	8.9397026016213e-05	7.81245509945315e-05	0.0001244188363002	0.000129104622854928
K02071	0.000263564071714173	0.000266229535793931	0.000414071782817422	0.000438329958807494	0.000346090226204914	0.000348222849093836
K02072	0.000171861730188375	0.000173122778366027	0.000275735094782807	0.000296651291967787	0.000254422482105397	0.000258572567807346
K02073	0.000272798325250215	0.000278724657941229	0.000480376367530478	0.000530871138164134	0.000499535718065532	0.000514411339305951
K02074	0.000131878262837244	0.000133180985163685	7.72641496108293e-05	8.16645224635414e-05	0.000109024652609818	0.0001054541807031
K02075	0.000156862112644859	0.000159507793218918	0.000107219776008866	0.000113695740232271	0.000160580583403911	0.000159542502082343
K02076	2.09043814826714e-06	2.28472301450095e-06	1.7330726749384e-06	1.68054704853546e-06	1.16755825020122e-07	1.241229667134e-07
K02077	0.000197553404569391	0.000196813099938302	0.000111496052409767	0.000119671643136642	0.000153548690915103	0.000150791041866504
K02078	0.00019823264181147	0.000198839292424398	0.000216762187018025	0.00021305667821594	0.000212678065904196	0.000216234327827018
K02079	4.19046382712118e-08	3.73688771578192e-08	2.35141264989485e-05	2.68064534191616e-05	8.32167527083049e-07	9.25160375698957e-07
K02080	1.01467369959784e-08	4.73260737450245e-09	5.73501350240129e-06	6.70501710154576e-06	7.11643976233402e-07	8.89592818518029e-07
K02081	7.31761739457729e-05	6.98871015979772e-05	4.35153060425379e-05	4.93936149670968e-05	1.87489896717591e-05	1.87897411988203e-05
K02082	1.9247200688815e-05	1.98766488110525e-05	4.07647651335716e-05	4.36896323938278e-05	4.3968219235965e-05	4.42840159974767e-05
K02083	0.000144307414487108	0.000146839059868334	9.09878111173144e-05	0.000100067905390224	9.40667158560944e-05	9.778113994099e-05
K02086	2.08251104619009e-06	2.66981856895008e-06	7.81741012037925e-06	5.00230170600222e-06	2.25008532049832e-07	2.26085468495669e-07
K02092	8.96337848625012e-11	4.00759009152346e-11	1.05784886107793e-08	1.05468037360896e-08	7.64477027335705e-10	7.75322545269928e-10
K02096	9.74332224363118e-08	1.00092623221548e-07	1.12396488377431e-08	1.14776604701344e-08	6.01160648847306e-08	5.95492391100941e-08
K02099	3.69242821616294e-06	3.47085669207184e-06	4.10235230458525e-05	4.57367611043078e-05	2.95701197289289e-06	2.76538875721747e-06
K02100	4.31678917217879e-06	4.06547887591298e-06	3.6376078831649e-05	4.27062839396009e-05	2.39564902571489e-06	2.56256113549751e-06
K02101	3.05026145136088e-08	4.34718110832843e-08	2.50512161463654e-08	2.78395041987261e-08	4.11811521920721e-09	4.4748624493355e-09
K02102	1.84689206045141e-08	2.68039389504358e-08	3.26913360257464e-08	1.74879565390832e-08	0	0
K02103	1.59329077815891e-06	1.72284162211812e-06	4.60317503829196e-06	3.66175804082159e-06	8.09389693511655e-06	8.03732771113869e-06
K02106	5.26589974865497e-05	5.67050578996831e-05	0.000152088258799291	0.000165799414540532	8.55607956817015e-05	8.36954604694548e-05
K02108	0.000383532394077991	0.000385247224869433	0.0004336809841343	0.00041523889370108	0.000504803903382102	0.000512532927917805
K02109	0.000342628132481182	0.000348510602788416	0.000306407803978332	0.000307505406705048	0.000447744291613333	0.000461190020773904
K02110	0.000125472465849773	0.000125622769184855	0.000130310715349742	0.000128516721389952	0.000165482929451345	0.000170025996510153
K02111	0.000813168634451644	0.000814099388118524	0.000825658063486111	0.000804203598194656	0.00101809010832183	0.00103801443519087
K02112	0.000773852062974907	0.000775890490969823	0.000777830290610585	0.000755253137828096	0.000972372588708775	0.000991665000856252
K02113	0.000233722577349165	0.000234940598431612	0.000235962355356134	0.000234914140340886	0.000261372223622547	0.000266563997287942
K02114	0.000174387911777968	0.000175529897272761	0.000189851827734825	0.000191371531483882	0.000217529281778312	0.000219845357872812
K02115	0.000447616933723879	0.000449498117152211	0.000457513450300435	0.000448137822341945	0.000549968303335893	0.000559772346909701
K02116	8.88170410896902e-05	9.28085302193e-05	0.00011074300505612	0.000114221984818671	7.90815147977189e-05	7.37834787497466e-05
K02117	1.27168404504162e-05	9.64555204562132e-06	0.000121839069109549	6.38261319960275e-05	0.000162018193277339	0.000154913996246384
K02118	8.93919175698234e-06	6.3801955805199e-06	9.60285697843274e-05	5.00647301545434e-05	0.000122770078965052	0.000116985118095416
K02119	4.13125398164738e-06	3.20215311064221e-06	1.75031278336336e-05	1.31218835337927e-05	3.64589566009664e-05	3.70293450672378e-05
K02120	3.44585978346503e-06	2.6258306918736e-06	3.57409508356859e-05	1.96722004205445e-05	5.00321033368421e-05	4.79582573584926e-05
K02121	3.6133722549094e-06	3.36479898829947e-06	2.40947660956945e-05	1.21466077299022e-05	3.50303834677376e-05	3.50741219267944e-05
K02122	1.0758846709913e-06	8.18050100334863e-07	8.53497613476092e-06	6.11731740942288e-06	1.65799708693871e-05	1.61741849177188e-05
K02123	7.32093091193693e-06	5.57378234994035e-06	8.56566158227235e-05	4.32929503235806e-05	0.00012636298724436	0.000121881902136897
K02124	4.9503599785097e-06	4.53500934867807e-06	2.78171164443406e-05	1.49191422368753e-05	3.53743170124717e-05	3.43384087515626e-05
K02160	0.000259926774387301	0.000260408234641855	0.000223733634647955	0.000232788654478684	0.000258605803592038	0.000259192269850848
K02164	5.62401138729195e-05	5.88315349427784e-05	4.82679461298356e-05	5.14143234318833e-05	3.48147518459522e-05	3.34842671106352e-05
K02167	6.02391248195672e-05	6.39241846448478e-05	0.00010112291641669	0.000109561623250064	4.10771919010236e-05	3.9671013143173e-05
K02168	0.00023807175911058	0.00025313503941022	0.000496936734736523	0.000572126604040829	0.000119951471136997	0.000117557946324999
K02169	0.000113260635045448	0.000111985045284472	0.000228799970073157	0.000235014219799361	0.000164276225206969	0.000166190510314274
K02170	6.02975877035039e-05	6.08967085565495e-05	0.000126944072466533	0.000137520955591121	3.22858813628527e-05	2.95712897815063e-05
K02171	6.30881289631988e-08	9.34823809950032e-08	4.96623972803428e-07	5.02489898909439e-07	3.31800361279026e-08	3.36507561940601e-08
K02172	4.00466561337754e-07	5.94116334771833e-07	3.1273306357595e-06	3.15007555502284e-06	2.13090567696174e-07	2.14101638140399e-07
K02173	1.45160151520534e-06	1.46665259512592e-06	1.02218768851706e-05	1.1962354024731e-05	4.25584238827106e-06	4.09821784993065e-06
K02182	0.000146226450290213	0.000138684552621601	8.16942774092345e-05	8.58572727721318e-05	6.63798969410758e-05	5.91923171527714e-05
K02188	0.000100519158030396	0.000105633006677722	0.00018854758208831	0.000158755991462997	0.000231063414091149	0.00023319739890823
K02189	3.9389305033746e-05	4.16026530400391e-05	0.000107507832891951	9.58504090438299e-05	0.000162563440802126	0.000162917647041783
K02190	4.34079377497103e-07	5.53095530643858e-07	5.04167573878385e-05	3.39739040268168e-05	5.26279307989574e-05	5.67841398425959e-05
K02191	1.67965791228478e-06	1.77390505316516e-06	2.694645627762e-05	2.11582544601545e-05	7.22408967900206e-05	7.51668429311313e-05
K02192	2.18231105010874e-05	2.24030853060861e-05	4.10682172472767e-05	4.37118733856934e-05	1.52579052087311e-05	1.27013981363319e-05
K02193	0.000179219480750944	0.000185130190455616	0.000187373433594379	0.000196215266400313	0.00014383055146909	0.000142189391506188
K02194	0.00023040657424648	0.000234782521049234	0.000202524870302706	0.000210960413514044	0.000157937717671087	0.00015455127261008
K02195	0.000285338770744126	0.000290730006380903	0.00023767736539591	0.000248292377239775	0.000182488270522028	0.00017896326639893
K02196	1.26066797078547e-05	1.33525374953739e-05	3.35343482796594e-05	3.55199670871367e-05	5.12712058416502e-06	4.35082597343616e-06
K02197	0.000166214201150283	0.000169886785419506	0.000144084085032524	0.000151846513671062	0.000112847295488759	0.000111080206590038
K02198	0.000779349555259219	0.000790416036433293	0.000660651581390163	0.000689638868491845	0.000481538420401874	0.000472128132580401
K02199	0.000216633184592976	0.000221129853190485	0.000203664768557821	0.000208784077344475	0.000167375194498528	0.000165356115265305
K02200	0.000376818182078715	0.000390763701542615	0.00035279522819268	0.000373631446695422	0.000256334082549741	0.000251456049658699
K02201	8.1490162620814e-08	8.0023482100817e-08	4.91968261750379e-08	5.58715826226013e-08	6.35394609913428e-08	6.3593314268093e-08
K02203	4.13869912344661e-06	6.19320700293561e-06	5.5750197923071e-05	6.11112999764821e-05	1.7797928773479e-05	1.40160706234771e-05
K02204	0.000219002540513946	0.000230648532510132	0.000210372629807271	0.000210767667499594	0.000248120670808318	0.000238707939018322
K02205	1.7079057578149e-06	3.02234287932389e-06	2.82520160950382e-05	3.08625902044826e-05	4.25200033781481e-06	4.66134754169307e-06
K02217	9.73040795481113e-06	8.79765868918008e-06	7.60475257009747e-05	6.95402272015959e-05	8.91364638920207e-05	9.62023167238144e-05
K02221	0.000106972942059464	0.000108481779350115	0.000155805722597959	0.000167367117464096	0.000147160492280268	0.000146314871108569
K02224	0.0002873543870062	0.000293459805597781	0.000371792370531669	0.00034586202431091	0.000415500131557735	0.000410067230745572
K02225	0.000145344381312117	0.000151194209523277	0.000157121567641337	0.000163185225307832	0.000119622646168546	0.00011536181584084
K02226	3.57313726359732e-06	3.57850708376881e-06	2.29630955724592e-05	2.40316404148674e-05	1.85154431966228e-05	1.97046982006749e-05
K02227	0.000225882965338757	0.000228746526322206	0.000305493484977659	0.000285411420944189	0.000329269854728783	0.000318445174673698
K02228	6.36607666779215e-05	6.44587788028968e-05	5.12408434420012e-05	5.54913570149859e-05	4.10104654911549e-05	4.09645513384561e-05
K02229	0.000170120313427487	0.000174550332704635	0.000134981595198451	0.000142793255508252	9.74374166748215e-05	9.37849272778476e-05
K02230	0.00070896763243074	0.000727614739755712	0.000704402538293746	0.00067021735072867	0.00049155750989685	0.000478923377332912
K02231	0.000146949586019745	0.000146703710387621	0.000172728224438877	0.000169848433450287	0.000192239488762696	0.000192615720779202
K02232	0.000375247854039051	0.000376412115698645	0.00046954615943348	0.000447425924386408	0.000589109487250466	0.000589798342083483
K02233	0.000197730435333175	0.000198317417361286	0.000226923564405498	0.00022299605276952	0.000248198734816243	0.00024769741933556
K02234	0.000246185382833981	0.000254582848074082	0.00023650177359188	0.00024400667778599	0.000231123673191502	0.000226646851045804
K02236	1.86559228807714e-06	2.38676074498966e-06	5.00954650151553e-06	4.43920558561417e-06	7.12231441786397e-07	7.54658223770088e-07
K02237	9.7121105538221e-05	9.15195301817321e-05	0.000102257117562557	0.00010832627167677	9.04334666229548e-05	8.90666886568163e-05
K02238	0.000746720996471041	0.000746501942707827	0.000848348090235821	0.0008331556363203	0.000992760122883217	0.00100245368474553
K02239	5.6873229847732e-07	6.64107731690924e-07	3.54097833950373e-07	2.42033466819795e-07	1.93282512938442e-07	1.9319821955418e-07
K02240	4.07756805072474e-06	5.15356614850537e-06	7.15017391987536e-06	6.25756885080914e-06	5.57963079005517e-07	5.23196617691626e-07
K02241	3.80462133770378e-08	5.90999214944242e-08	3.03599890320141e-06	2.35346466032212e-06	1.58708789298497e-05	1.49522299336466e-05
K02242	3.08065547698894e-05	3.15443169279583e-05	4.72224882512193e-05	5.28994548182846e-05	0.000144724553523274	0.000159283343012393
K02243	3.6391699373332e-06	4.31578372271266e-06	7.78915420082336e-06	6.75290866783737e-06	1.9550098365375e-06	1.84235410486045e-06
K02244	2.79699167511507e-06	3.56410599501861e-06	6.06766461163256e-06	5.41999809616655e-06	3.21347024093291e-07	3.2646141125799e-07
K02245	2.53721770482779e-06	2.77380228324437e-06	3.25636832572034e-06	2.65257681676285e-06	7.92790106335051e-07	7.57097718131975e-07
K02246	1.0935997269169e-06	1.39602004758598e-06	2.45857514072041e-06	2.186035377775e-06	8.48325729118709e-07	8.9374237704237e-07
K02247	1.70689263336813e-07	2.31768616450148e-07	5.48955725030751e-08	2.93659269650466e-08	0	0
K02248	1.04354863982341e-06	1.30658509899909e-06	1.32545348793719e-06	1.06388849778848e-06	5.00109884215815e-08	4.88065514219164e-08
K02249	2.06739072807881e-07	2.82356782994171e-07	7.66513894109964e-08	4.10040190961954e-08	0	0
K02250	6.82522103500089e-07	9.51134663858826e-07	2.0606544511646e-06	1.98282908787842e-06	1.25485130186157e-07	1.27265368416017e-07
K02251	6.7151667886419e-08	9.92384815819321e-08	1.02604065848032e-07	5.48871860994137e-08	0	0
K02253	2.66694693031545e-09	4.13315395339356e-09	1.8952535028573e-09	1.01384999568114e-09	0	0
K02254	3.82318921418332e-08	5.28789718936902e-08	4.98454899235289e-08	2.66644275647061e-08	0	0
K02255	1.53731617262598e-08	8.16721850808588e-09	1.15338616292886e-05	1.34528762587171e-05	5.49884302258956e-07	5.87938289956047e-07
K02258	0.000141069058758145	0.00014665876552122	0.000130994655928701	0.000132361145037954	9.91150860731589e-05	9.20861354504529e-05
K02259	0.000439124719588934	0.000440436523831565	0.00029367946027692	0.000300433411814088	0.000264029080449489	0.000254040868446167
K02274	0.00122112471916418	0.00119919610725316	0.000610654043751246	0.000611191377474828	0.000732939749636061	0.000709616482736115
K02275	0.000565894760725413	0.000564006942695577	0.000374253625577279	0.000374556405672441	0.000366165695250389	0.000344710482336119
K02276	0.000429271835917985	0.000432882352871758	0.000276345851300106	0.000273883565024716	0.000285757622851764	0.000272830228966
K02277	9.46345590322065e-06	9.14289446588509e-06	3.13008264579895e-06	1.96141067898618e-06	1.08564580400605e-05	1.1165584011658e-05
K02278	9.19193829801526e-05	9.4756326106701e-05	7.90608217179248e-05	7.68442505752626e-05	8.1031733645009e-05	7.63831272467688e-05
K02279	0.000197843374006691	0.000201524205483528	0.000150869881073031	0.000148464019182684	0.000156990910509468	0.000145336728742059
K02280	0.000340512592157482	0.000349382001417019	0.000261313430911588	0.00025688697481861	0.00026576989999945	0.000247535995682123
K02281	6.90333188764876e-05	7.04916653669557e-05	1.82806123696633e-05	1.90876051898029e-05	5.07608015786124e-05	5.03912989861102e-05
K02282	0.000274270392745557	0.00027935245637217	0.00019399590907254	0.000193308109395582	0.000225589636256963	0.000211648131346153
K02283	0.000624176461813875	0.00061535879411541	0.000352293946655802	0.000354103654242013	0.000344916733527784	0.00032150468482583
K02285	1.16460754371579e-07	1.1844759577918e-07	4.24366711088553e-08	5.0249612401988e-08	6.51960046222731e-10	6.43655043329028e-10
K02286	1.49552867737387e-06	1.54007222780401e-06	1.01144852777495e-06	1.04935825212225e-06	8.06101486617285e-07	7.82542592094291e-07
K02288	2.14522425095004e-08	2.84866058174519e-08	0	0	5.97707671024503e-08	4.67269344528306e-08
K02289	1.561372703375e-07	1.52527527487725e-07	2.93562445631487e-08	2.89882164066551e-08	1.22875764489212e-07	1.20207674973306e-07
K02290	3.27695817638225e-06	2.83471128331346e-06	8.21957131845842e-07	9.54510789594812e-07	1.36730605468052e-06	1.33712210109976e-06
K02291	0.000351974971610945	0.000356891817485955	0.000181435139984087	0.000177549344683862	0.000300012152321638	0.000288210805801287
K02292	1.05789327466079e-05	1.03885749320135e-05	1.95283729523307e-06	2.28239644365107e-06	5.08214868540319e-06	5.04167159710695e-06
K02293	4.08816771459749e-06	4.02842610905561e-06	7.81636024681376e-07	7.64090789386456e-07	1.7455137167945e-06	1.87973777349644e-06
K02294	1.96427265952851e-06	2.08274132941216e-06	3.51025109477216e-07	3.88245065493758e-07	6.56803974355403e-07	6.52017630834696e-07
K02297	0.000203513843195455	0.000209410575145379	0.000210262483882509	0.000223078607619431	0.000172259274034056	0.000165746690394027
K02298	0.000438815503700184	0.000449589948424864	0.000459893800534531	0.000486037750767413	0.000393197804694256	0.000380036793800283
K02299	0.000139195302197328	0.000141350011553447	0.000136833460476321	0.000144667920730476	0.000117285256112829	0.000113019013650122
K02300	7.80116491029756e-05	8.04892889080361e-05	7.50643324833066e-05	7.93510300150082e-05	6.29376711122984e-05	5.99884195106271e-05
K02301	0.000428094508105745	0.000425829319325948	0.000367138709923728	0.000382187216145835	0.000288101973361266	0.000279889388807944
K02302	0.000466353251095436	0.000469747833060322	0.00043371057330176	0.00047407376194402	0.000299657243042098	0.000294389421927642
K02303	0.000155060295332385	0.000161970587946971	0.000188181289549895	0.000194269671009173	0.000171061939069032	0.000168033694061778
K02304	5.28972097178665e-05	5.34971674935442e-05	4.58514891586606e-05	4.3389637153608e-05	9.17891724960283e-05	9.65495284873434e-05
K02305	4.21068230808719e-05	4.42767993077837e-05	5.88647018119381e-05	6.32620442173938e-05	5.01890569914557e-05	5.00363823787414e-05
K02313	0.000701322406017776	0.000700119060753476	0.000726552674839173	0.000690474772768823	0.000858810210375732	0.000878698704370975
K02314	0.000832488762767168	0.000828499928078763	0.000987276337258877	0.000863922058570639	0.00100014168469602	0.00102127024333655
K02315	4.07683661959048e-05	4.10101844630665e-05	8.6119482863519e-05	8.37722103657403e-05	6.61826122642545e-05	6.76779171973451e-05
K02316	0.000835248604786806	0.000834237419017082	0.000956345154690351	0.000880627183618569	0.00106354847289012	0.00108568333597414
K02317	1.92092260331178e-08	1.00135419953068e-08	1.44319930268271e-05	1.69213610729587e-05	6.67127461722772e-07	7.17480017200861e-07
K02319	4.82868304412148e-07	4.42904058939631e-07	9.75200824046195e-08	1.0140754182189e-07	1.78516632631268e-07	1.74334838437119e-07
K02322	2.15939658559837e-07	2.17162365574313e-07	1.845441104914e-07	1.9228162517776e-07	1.54835344671507e-07	1.4669120367399e-07
K02323	3.93731687112294e-07	3.55836685162211e-07	3.67789608834684e-08	5.42516311962661e-08	7.93052838223797e-08	7.50131649588217e-08
K02334	0.000494578705577314	0.000490011807953046	0.000287762128083791	0.000290608086135808	0.00046154225399977	0.000456951373298
K02335	0.00149808956224082	0.00148442440704799	0.00145653150289097	0.00140824648346268	0.0017865642607874	0.00182235762000038
K02336	1.17514802844599e-05	1.58915528826914e-05	0.00030100630899313	0.000323833620117941	4.72333946027618e-05	3.76934043335099e-05
K02337	0.00182072978866842	0.00180683812953789	0.00188349606536266	0.00180007133435425	0.00231557906821333	0.00235775534172646
K02338	0.000566994782819802	0.000564189485294405	0.000585961017609233	0.000553668959038782	0.000695117803987292	0.000707466551336443
K02339	0.000122352745626246	0.00012711496307187	0.000141635164197317	0.000146919848846196	0.000109964048732169	0.000105618187948895
K02340	0.000414054034711933	0.000416760243975455	0.000469107517916738	0.000452428322191066	0.00053820159026448	0.000549331009917415
K02341	0.000451485600338089	0.000451219507625888	0.00045955070409858	0.000431475080845632	0.000479730065703492	0.0004838600022364
K02342	0.000684743400417169	0.000685481473758398	0.000709510409988449	0.000697835540109902	0.000802158028490722	0.000807149561072295
K02343	0.00115375321781113	0.001143561539213	0.00103890754798147	0.00101531424064802	0.0011755490785052	0.00118177476037466
K02344	2.56811841522788e-08	2.00394781827872e-08	2.08405357749827e-05	2.3041756537576e-05	7.84608259122872e-07	8.6500815391438e-07
K02345	4.47118345534402e-08	3.54564448532086e-08	1.23245424845385e-05	1.40320057274046e-05	4.81798524464229e-07	5.24130932131375e-07
K02346	0.000727490406245049	0.000721009190697985	0.000543774954145211	0.00052751287320548	0.000618320101020312	0.000612952362990623
K02347	0.000248195510064806	0.000235526762470299	5.51924086800733e-05	5.19198084212404e-05	4.73892272963508e-05	4.2800587747465e-05
K02348	6.82354956733541e-05	6.94777335141691e-05	7.50904043767335e-05	7.96675212997824e-05	3.55922813224746e-05	3.33618403262243e-05
K02351	2.92423879187155e-05	2.91388619633219e-05	3.34187490596634e-05	3.32301965715731e-05	3.01191236144689e-05	2.60261200364486e-05
K02352	6.12394790082054e-06	6.42090459941135e-06	5.05108131694949e-06	5.21339710381125e-06	3.46534960009662e-06	3.44723549685608e-06
K02355	0.00169901844408623	0.00168092486310128	0.00165342027466158	0.00148284718022651	0.00208205985820205	0.00208663473323324
K02356	0.000331973074192426	0.00032948472042789	0.000356942675179114	0.000342871429741772	0.000370109101440348	0.000377843216257893
K02357	0.000422621797738951	0.00042275645741927	0.000477327471541124	0.000451117371610389	0.000618193129825016	0.000635547073172025
K02358	0.000950286014819259	0.000950044347911244	0.00104883216919334	0.0010131064223336	0.00102525348832678	0.0010247469462191
K02361	0.000103326621416559	0.000101781073946357	0.000160740954316997	0.00014423653051866	0.000110419974091828	0.000113615238507112
K02362	2.99929538682712e-05	3.21593341064256e-05	9.00644923844898e-05	0.000101350780161195	1.74674939998562e-05	1.70565736629212e-05
K02363	0.000157915666232688	0.000156904877369194	0.000162508733491643	0.000183823313802335	5.75521029139974e-05	5.57647396936923e-05
K02364	0.000295249142010614	0.000290821772361533	0.000300527573142055	0.000337763257665762	9.51849904173247e-05	8.59480371894814e-05
K02371	0.000104951652139132	0.000111849791856891	0.0001051042300406	7.84925020902582e-05	0.000187117426046818	0.000191749279972483
K02372	0.00022108852829726	0.000224881090821692	0.000239190610523504	0.000234053581228498	0.00030757235442393	0.000314045029822709
K02377	0.0002561741202374	0.000260494149518725	0.000234824720528437	0.000201520097352966	0.000351921331993832	0.000370222846778592
K02379	0.000266635345764112	0.000269677058350619	0.000260142684406296	0.000285161314632294	0.000262950050584351	0.000265918209866839
K02380	4.36782358731992e-05	4.49281570717403e-05	0.000101862959584012	0.00010954759909032	3.71633361218382e-05	3.31976153494882e-05
K02381	7.39241174164628e-06	6.74416787661311e-06	3.85633371434194e-05	4.62035951953671e-05	6.79143994954927e-06	5.89451275990027e-06
K02383	0	0	8.75991328446599e-08	7.4323284963128e-08	1.18288213665223e-06	9.68958983580008e-07
K02385	9.05495761333733e-06	8.46903747106983e-06	4.72172629392095e-06	4.19227641368732e-06	9.07949206649952e-06	9.00301240583886e-06
K02386	0.000146154847010484	0.000152208431725686	0.000185299998244741	0.000199374250280129	0.00016442529711117	0.000164780948881189
K02387	0.000119448150170599	0.000123385061127972	0.000150651785379944	0.000159626554737232	0.000169168291844014	0.000173035420944387
K02388	0.000160472289693796	0.00016427717631333	0.000168388827021699	0.000179282505214136	0.000204199770022504	0.000210944155965855
K02389	0.000207325107734973	0.000211697283079885	0.00023709549097984	0.000256718368369104	0.000272404330496773	0.000281049992108236
K02390	0.000520148225159261	0.000532480615237312	0.000561442500521321	0.000633468271750373	0.00098228082458871	0.00105263272908634
K02391	0.000197000584201597	0.000206631830903122	0.000231500835625307	0.000240695942344751	0.00014452760800627	0.000134515558707594
K02392	0.000306561500270959	0.000311495677003496	0.000351136303344655	0.000377517298900639	0.000523001415827457	0.000549763557750704
K02393	0.000204875309679914	0.000214090002056598	0.000239815522348447	0.000258462998366135	0.000250262044107111	0.000258334687268298
K02394	0.000361328851869412	0.000374170953415315	0.000402983105701506	0.000430969809169964	0.000420668990129052	0.000431681688278071
K02395	9.45074408015551e-05	9.90402852733747e-05	0.000219136131747422	0.00022845446129774	7.02969960656358e-05	5.95623783011001e-05
K02396	0.000548936813531069	0.00056338240139192	0.000636931444149387	0.000677820110980953	0.000721607007757984	0.000737889199832019
K02397	0.000246708774302033	0.000253052737911433	0.000367983846083273	0.000413694508083733	0.000519063250661594	0.000551437730383488
K02398	1.72459608849969e-05	1.80539119010509e-05	6.34062219969729e-05	6.63511131136117e-05	3.18062873414612e-05	2.99691762960499e-05
K02399	3.26945457928076e-06	4.23924281074674e-06	6.54102836711909e-05	6.92879022359568e-05	9.06338675671997e-06	6.71362060107713e-06
K02400	0.000733969898771923	0.000750621444926195	0.000845180150243389	0.00089534555131367	0.000955323519027678	0.000978624313725763
K02401	0.00034263318934594	0.000351542536250024	0.000400211362552992	0.000427670264471159	0.000415788000455275	0.000424741970548525
K02402	1.36476550495303e-06	1.53882628188999e-06	5.14114812306173e-05	5.17470248543082e-05	2.1300795071032e-05	1.492552475465e-05
K02403	5.46079681855374e-07	6.14486949170014e-07	3.05515888335558e-05	3.06606710439442e-05	1.28402496109337e-05	8.97264242449047e-06
K02404	0.000130212659204925	0.000131763934379574	0.000258301811589768	0.000280725457600772	0.000344918308320627	0.000360125982210946
K02405	0.000143780789232873	0.000139832832255591	0.000204091466076242	0.000219076302852288	0.000190070701398181	0.000194512335821626
K02406	0.000545161613135443	0.000541340032155599	0.000643248260085952	0.000723143001382553	0.000983870063411387	0.00104538110135834
K02407	0.000220965486488701	0.000225727930124591	0.000419656939370847	0.000453935740171825	0.000462015119418398	0.000477135762613082
K02408	8.55686840918916e-05	8.89102804621111e-05	0.000107240477926737	0.000114910910057256	0.000113733249234915	0.000115918509683369
K02409	0.000531886051093678	0.000547770430282559	0.000616929448265364	0.000660621240488733	0.000692817013243365	0.000710482470232866
K02410	0.000348134353398768	0.000356455936801841	0.000391273465747008	0.000414256371867742	0.00045472671059926	0.000467282049066715
K02411	0.000120069304219682	0.000123632672220843	0.000197065026056514	0.000215081879717479	0.000221656934181908	0.000229344432552707
K02412	0.00047403217419164	0.000483705960424774	0.000526339179257078	0.000555794273241787	0.000565691339891217	0.000576489311743623
K02413	2.14075121649512e-05	2.18144865403129e-05	7.99317108372132e-05	8.26457234569947e-05	3.23422061013575e-05	2.84488294538849e-05
K02414	7.6148706048936e-05	7.80925688053495e-05	0.000230303089098677	0.000239995502616932	8.62798827628685e-05	7.75668811372969e-05
K02415	0.0001336350220258	0.000139797075612405	0.000199653655111777	0.000212953094630104	0.000191050829376339	0.00019652888889695
K02416	0.000279580696502074	0.000290141162021004	0.000349821432570015	0.000374053992267899	0.00044204838574902	0.000455381559308004
K02417	0.000144572735867401	0.000147130130352592	0.000182412737607808	0.000200591135449956	0.00031838048131818	0.000339092983631524
K02418	3.92656445661886e-05	4.10033442210246e-05	7.74139600501874e-05	7.97380944586625e-05	4.3638289316539e-05	3.91511200747817e-05
K02419	0.000257677217326862	0.000263560608693902	0.000292164392723734	0.000307961672054151	0.000329149466910152	0.000336793746779796
K02420	8.40761569510769e-05	8.63089416156157e-05	9.75695055784467e-05	0.000104045832342708	0.000111356813332509	0.000114328825930747
K02421	0.000224106463449629	0.000232052031578477	0.000268538514873725	0.000288110387180536	0.000277947622282434	0.000283672434129949
