#OTU ID	A-1	A-2	B-1	B-2	C-1	C-2	taxonomy
ZOTU_253	0	0	0.0002127	0.0001674	0.002657	0.002812	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Vibrionales",f:Vibrionaceae,g:Vibrio
ZOTU_254	0.001454	0.001888	0	0	0	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae
ZOTU_255	0.0012	0.001519	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Arachidicoccus,s:Arachidicoccus_rhizosphaerae
ZOTU_256	0.002145	0.001724	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptosporangiaceae
ZOTU_257	0	0	0.002659	0.001841	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_258	0	0	0.001755	0.001729	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae
ZOTU_259	0	0	0.002712	0.001785	5.209e-05	5.983e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Hyphomonadaceae,g:Hyphomonas
ZOTU_260	0.001672	0.002135	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_261	0.0001091	0.0001642	0.002765	0.001841	5.209e-05	0	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Pigmentiphaga
ZOTU_262	0.001999	0.002053	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_263	0.001345	0.001232	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae
ZOTU_264	0.0002181	0.0002463	0.0008509	0.000781	0.000573	0.0009871	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_265	0	0	0.001968	0.001785	0.0005209	0.001077	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae
ZOTU_266	0.001454	0.001478	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Taibaiella
ZOTU_267	0.001781	0.001519	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_268	0.001636	0.001191	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_269	0.0012	0.0009032	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales
ZOTU_270	0	0	0	5.578e-05	0.001927	0.001885	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,s:Acinetobacter_venetianus
ZOTU_271	0.002036	0.002627	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_272	0	0	0.0002127	5.578e-05	0.001354	0.002094	d:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Macellibacteroides
ZOTU_273	0.00189	0.001067	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_274	0.0012	0.001149	0	0	0	0	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3
ZOTU_275	0.001309	0.001314	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Labilitrichaceae,g:Labilithrix
ZOTU_276	0.001381	0.001519	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_277	0	0	0.00234	0.001785	0.0001042	5.983e-05	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae,g:Acetoanaerobium,s:Acetoanaerobium_noterae
ZOTU_278	0	0	0.001914	0.001618	5.209e-05	0.0002692	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_279	0.001709	0.001478	0	0	5.209e-05	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_280	0.001091	0.001765	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas_taiwanensis
ZOTU_281	0	0	0.0008509	0.0001674	0.001511	0.001197	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Castellaniella
ZOTU_282	0	0	0	0	0.001302	0.001825	d:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae"
ZOTU_283	0.0012	0.001273	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Taibaiella
ZOTU_284	0	0	0.001702	0.001897	0	0	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae
ZOTU_285	0.001745	0.0008211	0	0	0	0	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4
ZOTU_286	0	0	0.001968	0.001562	0.0003126	0.0002094	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Hyphomonadaceae,g:Hyphomonas
ZOTU_287	0.001636	0.001888	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae
ZOTU_288	0	0	0.001489	0.00106	0.0002605	2.991e-05	d:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales"
ZOTU_289	0.001381	0.001847	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae
ZOTU_290	0.002545	0.002217	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_291	0.001454	0.001355	0	5.578e-05	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
ZOTU_292	0.00149	0.001437	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_293	0.001854	0.002176	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae
ZOTU_294	0.0009451	0.001191	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_295	0.001599	0.001396	0	0	0	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Erythrobacteraceae
ZOTU_296	0.002036	0.001642	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Promicromonosporaceae,g:Promicromonospora
ZOTU_297	0.001309	0.001149	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_298	0	0	0	5.578e-05	0.002344	0.002154	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
ZOTU_299	0.001272	0.001642	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_300	0	0	0.001436	0.002008	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Sphingobacterium
ZOTU_301	0.001599	0.001355	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
ZOTU_302	0.0001454	8.211e-05	0.001489	0.001674	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae
ZOTU_303	3.635e-05	0	0.001649	0.001618	0.001042	0.0009273	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bosea
ZOTU_304	0	0	0.002074	0.001116	0.0001042	0.0001496	d:Bacteria,p:"Proteobacteria"
ZOTU_305	0.001054	0.001314	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Arachidicoccus,s:Arachidicoccus_rhizosphaerae
ZOTU_306	0.001927	0.001314	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_307	0.0009815	0.001232	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_308	0.001381	0.001067	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
ZOTU_309	0	0	0.0009572	0.001952	0.0003647	0.0003889	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae
ZOTU_310	0.001381	0.001601	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides
ZOTU_311	0	0	0.001276	0.001283	0	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae
ZOTU_312	0.0012	0.001149	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Pseudonocardia
ZOTU_313	0.001418	0.001314	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Olivibacter
ZOTU_314	0	0	0	5.578e-05	0.001407	0.002034	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas
ZOTU_315	0.001236	0.001026	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_316	0	0	0.0001064	0	0.001302	0.001017	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae
ZOTU_317	0.0012	0.001847	0	0	0	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus
ZOTU_318	0	0	0.00133	0.001004	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Oceanospirillaceae,g:Nitrincola,s:Nitrincola_lacisaponensis
ZOTU_319	3.635e-05	0	0.001542	0.0008368	5.209e-05	0.0002991	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_320	0	0	0.0002127	0.0001674	0.001354	0.001047	d:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfuromonadales,f:Desulfuromonadaceae,g:Pelobacter
ZOTU_321	0.001709	0.001232	0	5.578e-05	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae
ZOTU_322	0.001236	0.0006979	0	0	0	0	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
ZOTU_323	0.001091	0.001437	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae
ZOTU_324	0.000727	0.001601	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,g:Povalibacter
ZOTU_325	0.001091	0.0008621	0	0	0	0	d:Bacteria
ZOTU_326	0.001345	0.001191	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae
ZOTU_327	0.001163	0.001149	0	0	0	0	d:Bacteria,p:"Chloroflexi",c:Thermomicrobia
ZOTU_328	0	0	0	0	0.001563	0.001825	d:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae"
ZOTU_329	0	0	0.001968	0.001841	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_330	0	0	0.001968	0.001785	0.0003126	0.0001496	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_331	0.001563	0.001601	0	0	5.209e-05	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae
ZOTU_332	0	0	0.001649	0.001395	0	0	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax
ZOTU_333	0.0008361	0.001149	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Actinophytocola
ZOTU_334	0	0	0.001702	0.001841	0	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella,s:Shewanella_putrefaciens
ZOTU_335	0.001272	0.0008211	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_336	0.001236	0.002053	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_337	0.001054	0.0009032	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales
ZOTU_338	0.002036	0.0006568	0	0	0	0	d:Bacteria,p:"Deinococcus-Thermus"
ZOTU_339	0	0	0.0002659	5.578e-05	0.001042	0.0007777	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales
ZOTU_340	3.635e-05	0	0.001542	0.001897	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Demequinaceae
ZOTU_341	0	0	0.003191	0.001004	0	0	d:Bacteria,p:"Tenericutes",c:Mollicutes,o:Acholeplasmatales,f:Acholeplasmataceae,g:Acholeplasma
ZOTU_342	0	0	0.0005318	0.002733	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter
ZOTU_343	0.0008724	0.001149	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Parafilimonas
ZOTU_344	0	0	0.0002127	0.002399	0	0	d:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter
ZOTU_345	0	0	0	5.578e-05	0.001146	0.001167	d:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Proteiniphilum,s:Proteiniphilum_acetatigenes
ZOTU_346	0	0	0	0	0.001042	0.001226	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Propionibacteriaceae
ZOTU_347	0.0012	0.001191	0	0	0	0	d:Bacteria
ZOTU_348	0.001236	0.001765	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
ZOTU_349	0	0	0	0	0.001823	0.001705	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella,s:Shewanella_dokdonensis
ZOTU_350	0.00149	0.001355	0	5.578e-05	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
ZOTU_351	0	0	0.0003191	0.0001674	0.001302	0.001466	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae
ZOTU_352	0	0	0.001276	0.00106	0	0	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae
ZOTU_353	0.0007997	0.0009442	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Arachidicoccus,s:Arachidicoccus_rhizosphaerae
ZOTU_354	0	0	0.001117	0.001395	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_355	0	0	0.0003723	0.0002231	0.0007814	0.001017	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_356	0.001854	0.001108	0.0001595	0.0002231	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae
ZOTU_357	0.001309	0.0009853	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_358	0.001454	0.001806	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_359	0.0009815	0.0009032	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,g:Reyranella
ZOTU_360	0	0	0	0	0.001302	0.001197	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Propionibacteriaceae
ZOTU_361	0.0009815	0.001149	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Rhodanobacter
ZOTU_362	0.001127	0.001149	0.0001064	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_363	0	0	0.001064	0.001171	0	0.0001197	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae
ZOTU_364	0	0	0.001064	0.00106	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Pseudochelatococcus
ZOTU_365	0.0009815	0.00156	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_366	0.0001818	0.0002463	0.0002659	0.000781	0.0003126	0.0004786	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae
ZOTU_367	0.0006907	0.001232	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_368	0	0	5.318e-05	0	0.0006772	0.0009871	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae
ZOTU_369	0.001018	0.001232	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Arachidicoccus,s:Arachidicoccus_rhizosphaerae
ZOTU_370	0.0009451	0.0006568	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae
ZOTU_371	0.001672	0.001149	5.318e-05	0	0	5.983e-05	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Erythrobacteraceae
ZOTU_372	0	0	0	0	0.001302	0.0009273	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Nitratireductor
ZOTU_373	0	0	0.001276	0.00106	0.0004688	0.0002991	d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Arenibacter
ZOTU_374	0.001018	0.001067	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Chelativorans
ZOTU_375	0.001272	0.001232	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_376	0.001054	0.001642	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Thermomonosporaceae,g:Actinomadura
ZOTU_377	0	0	0.001755	0.001897	0	2.991e-05	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas
ZOTU_378	0.001091	0.001108	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
ZOTU_379	0.001309	0.001642	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales
ZOTU_380	0.001345	0.00156	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Amycolatopsis
ZOTU_381	0.0006907	0.001108	0	0	0	2.991e-05	d:Bacteria
ZOTU_382	0.001781	0.001683	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_383	0.001345	0.0006568	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales
ZOTU_384	0	4.105e-05	0	0	0.001094	0.0008974	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Ciceribacter
ZOTU_385	0.0001091	0	0.001223	0.001283	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
ZOTU_386	0	0	0.001861	0.000781	0	0	d:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter
ZOTU_387	3.635e-05	4.105e-05	0	0	0.0006772	0.0008974	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,g:Leifsonia
ZOTU_388	0	0	0.001383	0.0006136	0	0	d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
ZOTU_389	0.001091	0.0008621	0.0002127	0.0002231	0	0.0001197	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae
ZOTU_390	0.001418	0.001067	0	0	0	0	d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3
ZOTU_391	0.001018	0.001026	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae
ZOTU_392	0.0005453	0.0008211	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
ZOTU_393	0	0	0.0009572	0.001004	0	8.974e-05	d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
ZOTU_394	0.0009451	0.001067	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium,s:Mycobacterium_kumamotonense
ZOTU_395	0	0	0.00101	0.001004	5.209e-05	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_aestusnigri
ZOTU_396	0	0	0.002606	0.004072	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas
ZOTU_397	0.001454	0.0003695	0	0	0	0	d:Bacteria
ZOTU_398	0.0008361	0.0006979	0	0	0	0	d:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis
ZOTU_399	0.0006907	0.0007389	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium
ZOTU_400	0.0012	0.001067	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae
ZOTU_401	0.0008361	0.0007389	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
ZOTU_402	0	0	0.001117	0.002733	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella,s:Shewanella_baltica
ZOTU_403	0.001091	0.001026	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_404	0	0	0.0009041	0.0008926	0.0002605	0.0006282	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Xanthobacter
ZOTU_405	0	0	0.0003191	0.001785	0.0002084	0.0001496	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter
ZOTU_406	0.0008361	0.0007389	0	0	0	0	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_407	0	0	0.001276	0.001841	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella
ZOTU_408	0	4.105e-05	0.001223	0.001171	0.0003647	0.0002991	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae
ZOTU_409	0	0	0	0	0.0005209	0.001645	d:Bacteria
ZOTU_410	0	0	0.00101	0.000781	0	5.983e-05	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XII
ZOTU_411	0	0	0.001755	0.001562	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella
ZOTU_412	0.0008724	0.00156	0	0	0	0	d:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales
ZOTU_413	0.0007634	0.0007389	0	0	0	0	d:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
ZOTU_414	0	0	0.0005318	0.001116	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,s:Acinetobacter_johnsonii
ZOTU_415	0	0	0.0004254	0.0004463	0.001042	0.001256	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
ZOTU_416	0	0	0.002499	0.00251	0	0	d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Flavobacterium
ZOTU_417	0	0	0.00117	0.0008926	0.0003647	0.0005085	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
ZOTU_418	0	0	0.00117	0.001283	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
ZOTU_419	0	0	0.0008509	0.0007252	0	0	d:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Flavobacterium
ZOTU_420	0	0	0.0009572	0.001618	0	0	d:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales
ZOTU_421	3.635e-05	8.211e-05	0.0009041	0.0009483	0.0002605	0.0002393	d:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Kaistia
ZOTU_422	0	0	0.001117	0.0006694	0	0	d:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales"
ZOTU_423	0	0	0.0006913	0.0006136	0.000573	0.0002991	d:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae
